"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
"5.40","0.265","0.28","7.80","0.052","27.00","91.00","0.99432","3.19","0.38","10.40","6"
"5.70","0.25","0.27","10.80","0.05","58.00","116.00","0.99592","3.10","0.50","9.80","6"
"5.70","0.25","0.26","12.50","0.049","52.50","106.00","0.99691","3.08","0.45","9.40","6"
"5.90","0.23","0.28","8.60","0.046","37.00","142.00","0.99432","3.23","0.53","10.60","6"
"6.20","0.30","0.32","1.20","0.052","32.00","185.00","0.99266","3.28","0.44","10.10","5"
"6.50","0.33","0.24","14.50","0.048","20.00","96.00","0.99456","3.06","0.30","11.50","8"
"7.40","0.26","0.29","3.70","0.048","14.00","73.00","0.9915","3.06","0.45","11.40","6"
"7.00","0.20","0.40","1.10","0.058","30.00","93.00","0.99322","3.03","0.38","9.20","6"
"6.50","0.21","0.42","1.10","0.059","33.00","101.00","0.9927","3.12","0.38","9.70","6"
"7.30","0.25","0.27","3.80","0.047","16.00","79.00","0.99173","3.07","0.46","11.30","6"
"6.80","0.27","0.24","4.60","0.098","36.00","127.00","0.99412","3.15","0.49","9.60","6"
"6.70","0.24","0.30","10.20","0.07","44.00","179.00","0.99666","2.86","0.46","8.90","6"
"6.40","0.14","0.28","7.90","0.057","21.00","82.00","0.99425","3.26","0.36","10.00","6"
"6.40","0.50","0.20","2.40","0.059","19.00","112.00","0.99314","3.18","0.40","9.20","6"
"6.40","0.25","0.28","4.90","0.03","29.00","98.00","0.99024","3.09","0.58","12.80","7"
"8.00","0.25","0.35","1.10","0.054","13.00","136.00","0.99366","3.08","0.55","9.50","5"
"6.40","0.14","0.28","7.90","0.057","21.00","82.00","0.99425","3.26","0.36","10.00","6"
"6.60","0.21","0.34","5.60","0.046","30.00","140.00","0.99299","3.22","0.38","11.00","5"
"6.30","0.29","0.23","14.20","0.037","24.00","99.00","0.99528","3.08","0.38","10.60","6"
"6.90","0.37","0.23","9.50","0.057","54.00","166.00","0.99568","3.23","0.42","10.00","5"
"6.90","0.37","0.23","9.50","0.057","54.00","166.00","0.99568","3.23","0.42","10.00","5"
"5.70","0.31","0.28","4.10","0.03","22.00","86.00","0.99062","3.31","0.38","11.70","7"
"6.90","0.45","0.27","4.70","0.035","17.00","80.00","0.99058","3.12","0.36","12.50","7"
"6.90","0.30","0.45","1.40","0.039","36.00","122.00","0.99059","3.07","0.47","11.10","7"
"5.30","0.23","0.56","0.90","0.041","46.00","141.00","0.99119","3.16","0.62","9.70","5"
"6.70","0.28","0.42","3.50","0.035","43.00","105.00","0.99021","3.18","0.38","12.20","6"
"5.00","0.255","0.22","2.70","0.043","46.00","153.00","0.99238","3.75","0.76","11.30","6"
"7.60","0.40","0.27","1.20","0.053","23.00","193.00","0.99164","3.22","0.38","11.60","5"
"5.50","0.21","0.25","1.20","0.04","18.00","75.00","0.99006","3.31","0.56","11.30","6"
"6.10","0.17","0.29","1.10","0.041","32.00","92.00","0.99036","3.26","0.57","11.20","6"
"7.50","0.21","0.29","1.50","0.046","35.00","107.00","0.99123","3.15","0.45","11.30","6"
"7.30","0.26","0.32","1.20","0.041","29.00","94.00","0.98978","3.07","0.45","12.00","6"
"6.20","0.35","0.20","18.10","0.069","33.00","158.00","0.99908","3.15","0.50","8.80","6"
"6.20","0.35","0.20","18.10","0.069","33.00","158.00","0.99908","3.15","0.50","8.80","6"
"6.50","0.43","0.31","3.60","0.046","19.00","143.00","0.99022","3.15","0.34","12.00","8"
"6.50","0.40","0.31","3.50","0.046","22.00","147.00","0.99024","3.15","0.31","12.00","7"
"6.30","0.23","0.22","17.45","0.054","42.00","151.00","0.99853","3.12","0.60","9.30","6"
"6.20","0.34","0.25","12.10","0.059","33.00","171.00","0.99769","3.14","0.56","8.70","6"
"6.60","0.44","0.32","3.00","0.095","13.00","75.00","0.98954","3.10","0.63","12.80","6"
"6.00","0.13","0.36","1.60","0.052","23.00","72.00","0.98974","3.10","0.50","11.50","7"
"6.30","0.17","0.23","5.70","0.048","44.00","147.00","0.99382","3.08","0.54","10.00","5"
"6.30","0.18","0.22","5.60","0.047","45.00","147.00","0.99383","3.09","0.54","10.00","5"
"6.70","0.31","0.34","6.80","0.059","51.00","215.00","0.99538","3.33","0.56","10.30","5"
"6.60","0.33","0.32","15.60","0.054","62.00","227.00","0.99734","3.25","0.56","10.40","5"
"6.30","0.34","0.31","6.00","0.02","18.00","68.00","0.98981","3.22","0.29","13.40","7"
"6.80","0.29","0.32","1.80","0.032","18.00","130.00","0.99095","3.05","0.62","11.20","6"
"7.40","0.31","0.26","8.60","0.048","47.00","206.00","0.9964","3.26","0.36","9.10","5"
"7.40","0.31","0.26","8.60","0.048","47.00","206.00","0.9964","3.26","0.36","9.10","5"
"5.70","0.25","0.27","11.50","0.04","24.00","120.00","0.99411","3.33","0.31","10.80","6"
"6.80","0.27","0.28","7.80","0.038","26.00","89.00","0.9915","3.24","0.34","12.50","6"
"5.90","0.26","0.24","2.40","0.046","27.00","132.00","0.99234","3.63","0.73","11.30","5"
"5.90","0.65","0.23","5.00","0.035","20.00","128.00","0.99016","3.46","0.48","12.80","6"
"7.40","0.31","0.26","8.60","0.048","47.00","206.00","0.9964","3.26","0.36","9.10","5"
"6.80","0.18","0.35","5.40","0.054","53.00","143.00","0.99287","3.10","0.54","11.00","7"
"5.90","0.27","0.27","9.00","0.051","43.00","136.00","0.9941","3.25","0.53","10.70","6"
"6.80","0.28","0.29","11.90","0.052","51.00","149.00","0.99544","3.02","0.58","10.40","6"
"6.80","0.26","0.29","11.90","0.052","54.00","160.00","0.99546","3.03","0.58","10.40","6"
"7.10","0.13","0.29","15.50","0.064","56.00","115.50","0.99737","3.16","0.41","9.70","7"
"6.20","0.20","0.25","15.00","0.055","8.00","120.00","0.99767","3.19","0.53","9.60","6"
"5.80","0.24","0.28","1.40","0.038","40.00","76.00","0.98711","3.10","0.29","13.90","7"
"7.60","0.48","0.31","9.40","0.046","6.00","194.00","0.99714","3.07","0.61","9.40","5"
"7.40","0.26","0.32","3.70","0.032","29.00","193.00","0.99134","3.10","0.67","12.50","6"
"6.20","0.20","0.25","15.00","0.055","8.00","120.00","0.99767","3.19","0.53","9.60","6"
"6.10","0.30","0.47","1.40","0.049","50.00","187.00","0.9927","3.19","0.45","9.50","5"
"6.20","0.32","0.50","6.50","0.048","61.00","186.00","0.9948","3.19","0.45","9.60","5"
"7.40","0.16","0.30","13.70","0.056","33.00","168.00","0.99825","2.90","0.44","8.70","7"
"7.40","0.16","0.30","13.70","0.056","33.00","168.00","0.99825","2.90","0.44","8.70","7"
"7.40","0.16","0.30","13.70","0.056","33.00","168.00","0.99825","2.90","0.44","8.70","7"
"7.20","0.26","0.38","1.50","0.061","12.00","120.00","0.99192","3.18","0.46","10.40","5"
"7.00","0.31","0.35","1.60","0.063","13.00","119.00","0.99184","3.22","0.50","10.70","5"
"6.60","0.22","0.35","1.40","0.05","23.00","83.00","0.99019","3.17","0.48","12.00","7"
"5.80","0.23","0.31","3.50","0.044","35.00","158.00","0.98998","3.19","0.37","12.10","7"
"6.30","0.17","0.32","1.00","0.04","39.00","118.00","0.98886","3.31","0.40","13.10","8"
"6.00","0.19","0.26","1.40","0.039","30.00","104.00","0.98998","3.32","0.41","12.40","6"
"6.70","0.21","0.34","1.50","0.035","45.00","123.00","0.98949","3.24","0.36","12.60","7"
"7.40","0.16","0.30","13.70","0.056","33.00","168.00","0.99825","2.90","0.44","8.70","7"
"6.60","0.22","0.37","1.60","0.04","31.00","101.00","0.99009","3.15","0.66","12.00","5"
"6.80","0.34","0.27","5.20","0.06","14.00","169.00","0.99252","3.27","0.57","11.60","6"
"6.30","0.24","0.22","11.90","0.05","65.00","179.00","0.99659","3.06","0.58","9.30","6"
"6.80","0.24","0.33","3.20","0.049","68.00","161.00","0.99324","3.10","0.69","10.20","6"
"6.40","0.25","0.33","1.70","0.037","35.00","113.00","0.99164","3.23","0.66","10.60","6"
"5.80","0.19","0.33","4.20","0.038","49.00","133.00","0.99107","3.16","0.42","11.30","7"
"6.90","0.24","0.40","15.40","0.052","81.00","198.00","0.9986","3.20","0.69","9.40","5"
"6.50","0.31","0.61","13.00","0.053","31.00","123.00","0.99708","3.09","0.50","9.30","6"
"6.60","0.25","0.32","5.60","0.039","15.00","68.00","0.99163","2.96","0.52","11.10","6"
"7.50","0.38","0.56","9.70","0.055","15.00","170.00","0.99605","3.13","0.65","9.90","6"
"6.20","0.30","0.30","2.50","0.041","29.00","82.00","0.99065","3.31","0.61","11.80","7"
"6.40","0.33","0.28","4.00","0.04","24.00","81.00","0.9903","3.26","0.64","12.60","7"
"6.90","0.24","0.40","15.40","0.052","81.00","198.00","0.9986","3.20","0.69","9.40","5"
"7.60","0.27","0.32","1.20","0.043","23.00","72.00","0.99236","3.06","0.68","10.50","5"
"5.90","0.24","0.34","2.00","0.037","40.00","108.00","0.98948","3.19","0.50","12.30","6"
"7.00","0.22","0.30","1.40","0.04","14.00","63.00","0.98985","3.20","0.33","12.00","6"
"7.80","0.27","0.35","1.20","0.05","36.00","140.00","0.99138","3.09","0.45","11.20","5"
"6.70","0.20","0.24","6.50","0.044","28.00","100.00","0.99348","3.12","0.33","10.20","6"
"8.10","0.27","0.33","1.30","0.045","26.00","100.00","0.99066","2.98","0.44","12.40","6"
"6.70","0.20","0.24","6.50","0.044","28.00","100.00","0.99348","3.12","0.33","10.20","6"
"7.10","0.45","0.24","2.70","0.04","24.00","87.00","0.98862","2.94","0.38","13.40","8"
"5.80","0.22","0.29","1.30","0.036","25.00","68.00","0.98865","3.24","0.35","12.60","6"
"6.30","0.30","0.48","7.40","0.053","34.00","149.00","0.99472","3.18","0.53","9.80","5"
"7.90","0.36","0.53","12.90","0.049","63.00","139.00","0.99792","2.94","0.45","9.10","5"
"8.10","0.27","0.33","1.30","0.045","26.00","100.00","0.99066","2.98","0.44","12.40","6"
"8.00","0.24","0.33","1.20","0.044","28.00","101.00","0.99035","3.03","0.43","12.50","6"
"6.70","0.41","0.27","2.60","0.033","25.00","85.00","0.99086","3.05","0.34","11.70","6"
"6.20","0.30","0.32","1.30","0.054","27.00","183.00","0.99266","3.30","0.43","10.10","5"
"6.90","0.26","0.38","10.50","0.044","33.00","139.00","0.99517","3.06","0.50","10.30","6"
"6.70","0.41","0.27","2.60","0.033","25.00","85.00","0.99086","3.05","0.34","11.70","6"
"6.10","0.25","0.30","1.20","0.036","42.00","107.00","0.991","3.34","0.56","10.80","7"
"5.60","0.23","0.29","3.10","0.023","19.00","89.00","0.99068","3.25","0.51","11.20","6"
"6.60","0.23","0.32","1.70","0.024","26.00","102.00","0.99084","3.29","0.60","11.80","6"
"6.00","0.17","0.21","6.00","0.05","26.00","134.00","0.9939","3.08","0.54","9.80","6"
"7.10","0.38","0.42","11.80","0.041","32.00","193.00","0.99624","3.04","0.49","10.00","6"
"6.60","0.31","0.37","6.20","0.052","13.00","164.00","0.99602","3.24","0.39","8.80","4"
"6.50","0.38","0.53","1.40","0.142","5.00","69.00","0.9926","3.14","0.52","10.10","4"
"6.10","0.38","0.14","3.90","0.06","27.00","113.00","0.99344","3.07","0.34","9.20","4"
"8.00","0.33","0.32","4.60","0.041","31.00","180.00","0.99184","2.92","0.74","12.20","6"
"7.00","0.44","0.24","12.10","0.056","68.00","210.00","0.99718","3.05","0.50","9.50","5"
"6.00","0.19","0.29","1.20","0.046","29.00","92.00","0.99033","3.22","0.53","11.30","6"
"5.30","0.43","0.11","1.10","0.029","6.00","51.00","0.99076","3.51","0.48","11.20","4"
"5.40","0.22","0.35","6.50","0.029","26.00","87.00","0.99092","3.29","0.44","12.50","7"
"6.20","0.29","0.23","12.40","0.048","33.00","201.00","0.99612","3.11","0.56","9.90","6"
"7.50","0.35","0.37","2.50","0.066","29.00","89.00","0.98964","3.14","0.42","12.70","6"
"6.60","0.39","0.28","9.20","0.036","10.00","92.00","0.99206","3.07","0.35","12.10","6"
"6.30","0.23","0.33","6.90","0.052","23.00","118.00","0.9938","3.23","0.46","10.40","6"
"6.30","0.22","0.30","2.00","0.05","23.00","120.00","0.99204","3.24","0.47","10.40","6"
"6.40","0.29","0.18","15.00","0.04","21.00","116.00","0.99736","3.14","0.50","9.20","5"
"6.40","0.29","0.18","15.00","0.04","21.00","116.00","0.99736","3.14","0.50","9.20","5"
"6.40","0.29","0.18","15.00","0.04","21.00","116.00","0.99736","3.14","0.50","9.20","5"
"5.70","0.28","0.36","1.80","0.041","38.00","90.00","0.99002","3.27","0.98","11.90","7"
"6.50","0.26","0.24","10.80","0.042","47.00","130.00","0.996","3.08","0.40","10.10","6"
"7.60","0.36","0.48","13.50","0.038","44.00","116.00","0.9982","3.04","0.48","9.20","5"
"7.60","0.35","0.47","13.30","0.037","42.00","116.00","0.99822","3.04","0.50","9.20","5"
"6.60","0.36","0.47","1.40","0.145","26.00","124.00","0.99274","3.09","0.56","10.10","6"
"5.90","0.14","0.20","1.60","0.04","26.00","114.00","0.99105","3.25","0.45","11.40","6"
"5.50","0.23","0.19","2.20","0.044","39.00","161.00","0.99209","3.19","0.43","10.40","6"
"6.70","0.11","0.26","14.80","0.053","44.00","95.00","0.99676","3.20","0.35","9.80","6"
"5.30","0.47","0.10","1.30","0.036","11.00","74.00","0.99082","3.48","0.54","11.20","4"
"7.50","0.29","0.24","9.90","0.058","25.00","115.00","0.99567","3.15","0.46","10.90","5"
"5.80","0.32","0.23","1.50","0.033","39.00","121.00","0.9887","2.96","0.35","12.00","5"
"5.80","0.30","0.23","1.50","0.034","37.00","121.00","0.98871","2.96","0.34","12.10","6"
"3.80","0.31","0.02","11.10","0.036","20.00","114.00","0.99248","3.75","0.44","12.40","6"
"6.20","0.36","0.22","5.25","0.038","44.00","145.00","0.99184","3.22","0.40","11.20","6"
"6.90","0.52","0.54","7.90","0.036","23.00","169.00","0.99267","3.26","0.47","12.20","6"
"6.20","0.36","0.22","5.25","0.038","44.00","145.00","0.99184","3.22","0.40","11.20","6"
"6.00","0.31","0.27","2.30","0.042","19.00","120.00","0.98952","3.32","0.41","12.70","7"
"6.00","0.29","0.27","2.30","0.044","20.00","117.00","0.9895","3.31","0.41","12.70","7"
"5.70","0.22","0.29","3.50","0.04","27.00","146.00","0.98999","3.17","0.36","12.10","6"
"6.60","0.21","0.30","9.90","0.041","64.00","174.00","0.995","3.07","0.50","10.10","6"
"6.90","0.42","0.20","15.40","0.043","57.00","201.00","0.99848","3.08","0.54","9.40","5"
"5.70","0.22","0.20","16.00","0.044","41.00","113.00","0.99862","3.22","0.46","8.90","6"
"5.70","0.22","0.20","16.00","0.044","41.00","113.00","0.99862","3.22","0.46","8.90","6"
"7.20","0.22","0.35","5.50","0.054","37.00","183.00","0.99474","3.08","0.50","10.30","5"
"6.20","0.24","0.27","16.80","0.04","48.00","129.00","0.99691","3.23","0.38","10.50","6"
"5.70","0.22","0.20","16.00","0.044","41.00","113.00","0.99862","3.22","0.46","8.90","6"
"5.70","0.26","0.24","17.80","0.059","23.00","124.00","0.99773","3.30","0.50","10.10","5"
"5.70","0.26","0.24","17.80","0.059","23.00","124.00","0.99773","3.30","0.50","10.10","5"
"6.00","0.20","0.26","6.80","0.049","22.00","93.00","0.9928","3.15","0.42","11.00","6"
"6.00","0.20","0.26","6.80","0.049","22.00","93.00","0.9928","3.15","0.42","11.00","6"
"6.00","0.20","0.26","6.80","0.049","22.00","93.00","0.9928","3.15","0.42","11.00","6"
"6.00","0.20","0.26","6.80","0.049","22.00","93.00","0.9928","3.15","0.42","11.00","6"
"7.00","0.20","0.33","4.70","0.03","25.00","76.00","0.99202","2.88","0.54","10.50","6"
"5.70","0.26","0.24","17.80","0.059","23.00","124.00","0.99773","3.30","0.50","10.10","5"
"7.20","0.21","0.36","15.70","0.045","68.00","183.00","0.99922","3.25","0.76","9.40","5"
"7.20","0.21","0.36","15.70","0.045","68.00","183.00","0.99922","3.25","0.76","9.40","5"
"7.40","0.22","0.28","9.00","0.046","22.00","121.00","0.99468","3.10","0.55","10.80","5"
"7.20","0.21","0.36","15.70","0.045","68.00","183.00","0.99922","3.25","0.76","9.40","5"
"5.60","0.26","0.00","10.20","0.038","13.00","111.00","0.99315","3.44","0.46","12.40","6"
"6.30","0.28","0.30","6.60","0.208","60.00","154.00","0.99478","3.10","0.40","9.40","6"
"6.40","0.29","0.30","6.50","0.209","62.00","156.00","0.99478","3.10","0.40","9.40","5"
"7.20","0.34","0.23","8.90","0.105","22.00","155.00","0.99692","3.01","0.58","9.50","5"
"7.10","0.39","0.39","11.10","0.034","25.00","204.00","0.99616","3.05","0.52","10.00","6"
"6.90","0.26","0.29","4.20","0.043","33.00","114.00","0.9902","3.16","0.31","12.50","6"
"6.10","0.24","0.27","11.50","0.05","51.00","133.00","0.99476","3.22","0.37","10.80","6"
"6.50","0.22","0.27","1.60","0.039","36.00","116.00","0.99178","3.38","0.57","11.00","7"
"5.60","0.225","0.24","9.80","0.054","59.00","140.00","0.99545","3.17","0.39","10.20","6"
"7.10","0.23","0.28","1.90","0.046","33.00","103.00","0.98997","3.12","0.31","12.00","5"
"6.90","0.26","0.29","4.20","0.043","33.00","114.00","0.9902","3.16","0.31","12.50","6"
"6.40","0.27","0.30","1.60","0.04","19.00","86.00","0.99089","3.32","0.65","11.50","6"
"6.30","0.41","0.22","7.30","0.035","23.00","117.00","0.99172","3.20","0.39","11.94","7"
"6.70","0.41","0.24","5.40","0.035","33.00","115.00","0.9901","3.12","0.44","12.893333","7"
"6.70","0.34","0.26","1.90","0.038","58.00","138.00","0.9893","3.00","0.47","12.20","7"
"6.30","0.41","0.22","7.30","0.035","23.00","117.00","0.99172","3.20","0.39","11.94","7"
"6.70","0.41","0.24","5.40","0.035","33.00","115.00","0.9901","3.12","0.44","12.893333","7"
"6.40","0.26","0.35","7.70","0.056","45.00","191.00","0.99527","3.16","0.50","9.50","5"
"6.30","0.28","0.22","11.50","0.036","27.00","150.00","0.99445","3.00","0.33","10.60","6"
"7.40","0.16","0.33","1.20","0.042","47.00","121.00","0.99198","3.04","0.68","10.50","7"
"6.40","0.24","0.26","8.20","0.054","47.00","182.00","0.99538","3.12","0.50","9.50","5"
"6.40","0.24","0.26","8.20","0.054","47.00","182.00","0.99538","3.12","0.50","9.50","5"
"6.40","0.42","0.19","9.30","0.043","28.00","145.00","0.99433","3.23","0.53","10.98","5"
"6.40","0.23","0.26","8.10","0.054","47.00","181.00","0.9954","3.12","0.49","9.40","5"
"7.40","0.38","0.34","8.30","0.052","44.00","168.00","0.99627","3.11","0.52","9.20","5"
"7.30","0.19","0.27","13.90","0.057","45.00","155.00","0.99807","2.94","0.41","8.80","8"
"7.30","0.19","0.27","13.90","0.057","45.00","155.00","0.99807","2.94","0.41","8.80","8"
"7.30","0.19","0.27","13.90","0.057","45.00","155.00","0.99807","2.94","0.41","8.80","8"
"7.30","0.19","0.27","13.90","0.057","45.00","155.00","0.99807","2.94","0.41","8.80","8"
"7.30","0.19","0.27","13.90","0.057","45.00","155.00","0.99807","2.94","0.41","8.80","8"
"7.30","0.19","0.27","13.90","0.057","45.00","155.00","0.99807","2.94","0.41","8.80","8"
"6.80","0.24","0.29","2.00","0.044","15.00","96.00","0.99232","3.23","0.64","10.40","8"
"7.30","0.19","0.27","13.90","0.057","45.00","155.00","0.99807","2.94","0.41","8.80","8"
"7.40","0.27","0.52","15.70","0.054","36.00","139.00","0.99788","3.04","0.62","10.033333","6"
"5.70","0.28","0.35","1.20","0.052","39.00","141.00","0.99108","3.44","0.69","11.30","6"
"5.80","0.22","0.25","1.50","0.024","21.00","109.00","0.99234","3.37","0.58","10.40","6"
"6.70","0.27","0.69","1.20","0.176","36.00","106.00","0.99288","2.96","0.43","9.20","6"
"7.10","0.20","0.35","3.20","0.034","21.00","107.00","0.99195","3.11","0.54","11.10","6"
"6.70","0.27","0.69","1.20","0.176","36.00","106.00","0.99288","2.96","0.43","9.20","6"
"7.20","0.34","0.28","10.40","0.108","43.00","187.00","0.99738","2.96","0.57","9.40","5"
"7.00","0.36","0.25","5.70","0.015","14.00","73.00","0.98963","2.82","0.59","13.20","6"
"6.40","0.31","0.28","2.50","0.039","34.00","137.00","0.98946","3.22","0.38","12.70","6"
"6.40","0.31","0.27","7.40","0.049","48.00","169.00","0.99323","3.27","0.45","11.10","6"
"6.40","0.31","0.28","2.50","0.039","34.00","137.00","0.98946","3.22","0.38","12.70","6"
"6.20","0.29","0.29","5.60","0.046","35.00","178.00","0.99313","3.25","0.51","10.533333","5"
"5.90","0.28","0.34","3.60","0.04","50.00","194.00","0.9912","3.31","0.52","11.60","6"
"6.50","0.23","0.20","7.50","0.05","44.00","179.00","0.99504","3.18","0.48","9.533333","5"
"7.20","0.34","0.20","5.80","0.062","52.00","203.00","0.99461","3.17","0.44","9.80","6"
"7.30","0.28","0.35","1.60","0.054","31.00","148.00","0.99178","3.18","0.47","10.70","5"
"6.50","0.20","0.33","1.50","0.039","36.00","110.00","0.99008","3.22","0.65","12.00","6"
"6.40","0.29","0.21","9.65","0.041","36.00","119.00","0.99334","2.99","0.34","10.933333","6"
"5.90","0.29","0.28","3.20","0.035","16.00","117.00","0.98959","3.26","0.42","12.60","6"
"6.50","0.30","0.28","11.45","0.041","29.00","109.00","0.99418","2.98","0.30","10.90","6"
"6.50","0.22","0.19","4.50","0.096","16.00","115.00","0.9937","3.02","0.44","9.60","5"
"7.00","0.23","0.28","2.70","0.053","16.00","92.00","0.99372","3.18","0.56","9.30","5"
"7.10","0.23","0.23","3.50","0.038","23.00","112.00","0.99157","3.05","0.37","11.366667","6"
"6.00","0.32","0.32","4.80","0.041","40.00","186.00","0.99235","3.22","0.54","11.00","6"
"6.10","0.34","0.21","5.00","0.042","17.00","133.00","0.99373","3.02","0.53","9.40","5"
"6.50","0.315","0.20","6.60","0.041","9.00","126.00","0.99494","2.94","0.51","8.80","5"
"6.10","0.34","0.21","5.00","0.042","17.00","133.00","0.99373","3.02","0.53","9.40","5"
"5.70","0.31","0.29","7.30","0.05","33.00","143.00","0.99332","3.31","0.50","11.066667","6"
"7.00","0.24","0.26","1.70","0.041","31.00","110.00","0.99142","3.20","0.53","11.00","6"
"6.50","0.13","0.27","2.60","0.035","32.00","76.00","0.9914","3.21","0.76","11.333333","6"
"6.40","0.26","0.21","8.20","0.05","51.00","182.00","0.99542","3.23","0.48","9.50","5"
"6.00","0.27","0.31","5.00","0.043","54.00","170.00","0.9924","3.28","0.52","11.00","6"
"7.10","0.21","0.33","1.20","0.039","34.00","97.00","0.99112","3.11","0.75","11.20","6"
"6.70","0.26","0.29","7.10","0.036","28.00","100.00","0.99534","3.08","0.36","9.30","6"
"6.30","0.28","0.22","9.50","0.04","30.00","111.00","0.99338","3.05","0.31","10.80","4"
"7.30","0.22","0.37","15.50","0.048","70.00","203.00","0.99899","3.25","0.77","9.40","5"
"6.20","0.25","0.44","15.80","0.057","39.00","167.00","0.99804","3.14","0.51","9.20","5"
"6.40","0.18","0.28","17.05","0.047","53.00","139.00","0.99724","3.25","0.35","10.50","6"
"7.40","0.27","0.26","11.80","0.053","55.00","173.00","0.99699","3.11","0.60","9.80","5"
"7.40","0.27","0.26","11.80","0.053","55.00","173.00","0.99699","3.11","0.60","9.80","5"
"6.60","0.24","0.22","12.30","0.051","35.00","146.00","0.99676","3.10","0.67","9.40","5"
"7.10","0.38","0.29","13.60","0.041","30.00","137.00","0.99461","3.02","0.96","12.10","6"
"6.80","0.43","0.26","5.20","0.043","40.00","176.00","0.99116","3.17","0.41","12.30","6"
"5.20","0.22","0.46","6.20","0.066","41.00","187.00","0.99362","3.19","0.42","9.733333","5"
"6.30","0.29","0.29","3.30","0.037","32.00","140.00","0.9895","3.17","0.36","12.80","7"
"6.30","0.19","0.32","2.80","0.046","18.00","80.00","0.99043","2.92","0.47","11.05","6"
"5.70","0.24","0.47","6.30","0.069","35.00","182.00","0.99391","3.11","0.46","9.733333","5"
"5.80","0.30","0.38","4.90","0.039","22.00","86.00","0.98963","3.23","0.58","13.10","7"
"7.10","0.27","0.27","10.40","0.041","26.00","114.00","0.99335","3.04","0.52","11.50","7"
"5.80","0.30","0.38","4.90","0.039","22.00","86.00","0.98963","3.23","0.58","13.10","7"
"7.10","0.27","0.27","10.40","0.041","26.00","114.00","0.99335","3.04","0.52","11.50","7"
"5.70","0.24","0.47","6.30","0.069","35.00","182.00","0.99391","3.11","0.46","9.75","5"
"6.20","0.22","0.28","2.20","0.04","24.00","125.00","0.9917","3.19","0.48","10.50","6"
"6.60","0.22","0.23","17.30","0.047","37.00","118.00","0.99906","3.08","0.46","8.80","6"
"6.60","0.22","0.23","17.30","0.047","37.00","118.00","0.99906","3.08","0.46","8.80","6"
"6.60","0.22","0.23","17.30","0.047","37.00","118.00","0.99906","3.08","0.46","8.80","6"
"6.20","0.22","0.28","2.20","0.04","24.00","125.00","0.9917","3.19","0.48","10.50","6"
"6.60","0.22","0.23","17.30","0.047","37.00","118.00","0.99906","3.08","0.46","8.80","6"
"6.10","0.22","0.50","6.60","0.045","30.00","122.00","0.99415","3.22","0.49","9.90","6"
"6.20","0.21","0.52","6.50","0.047","28.00","123.00","0.99418","3.22","0.49","9.90","6"
"6.30","0.32","0.26","12.30","0.044","24.00","205.00","0.99611","3.11","0.58","9.90","5"
"6.90","0.44","0.27","5.00","0.038","33.00","166.00","0.99124","3.20","0.42","12.20","6"
"6.10","0.31","0.34","2.80","0.042","59.50","162.00","0.99179","3.27","0.47","10.80","6"
"8.10","0.36","0.59","13.60","0.051","60.00","134.00","0.99886","2.96","0.39","8.70","5"
"6.90","0.56","0.26","10.90","0.06","55.00","193.00","0.9969","3.21","0.44","9.40","5"
"7.20","0.24","0.24","1.70","0.045","18.00","161.00","0.99196","3.25","0.53","11.20","6"
"6.70","0.28","0.28","4.50","0.051","14.00","92.00","0.99224","3.36","0.58","11.90","6"
"6.50","0.29","0.30","9.15","0.051","25.00","166.00","0.99339","3.24","0.56","11.35","6"
"6.10","0.21","0.19","1.40","0.046","51.00","131.00","0.99184","3.22","0.39","10.50","5"
"7.20","0.47","0.16","5.90","0.048","14.00","125.00","0.99428","3.09","0.49","9.80","5"
"6.70","0.34","0.31","16.40","0.051","20.00","146.00","0.99834","3.06","0.54","9.10","5"
"6.60","0.27","0.25","1.20","0.033","36.00","111.00","0.98918","3.16","0.37","12.40","6"
"6.70","0.34","0.31","16.40","0.051","20.00","146.00","0.99834","3.06","0.54","9.10","5"
"7.20","0.47","0.16","5.90","0.048","14.00","125.00","0.99428","3.09","0.49","9.80","5"
"5.00","0.35","0.25","7.80","0.031","24.00","116.00","0.99241","3.39","0.40","11.30","6"
"4.40","0.46","0.10","2.80","0.024","31.00","111.00","0.98816","3.48","0.34","13.10","6"
"6.60","0.38","0.29","2.90","0.035","15.00","101.00","0.98916","3.04","0.37","12.50","6"
"7.30","0.30","0.25","2.50","0.045","32.00","122.00","0.99329","3.18","0.54","10.30","5"
"6.40","0.28","0.22","12.80","0.039","51.00","150.00","0.99535","3.23","0.43","10.70","6"
"6.90","0.29","0.25","12.20","0.04","29.00","136.00","0.99552","3.05","0.65","10.40","6"
"6.30","0.30","0.19","7.70","0.049","47.00","184.00","0.99514","3.22","0.48","9.50","5"
"6.30","0.39","0.22","2.80","0.048","53.00","173.00","0.99304","3.24","0.45","9.80","5"
"6.60","0.38","0.29","2.90","0.035","15.00","101.00","0.98916","3.04","0.37","12.50","6"
"6.60","0.18","0.26","17.30","0.051","17.00","149.00","0.9984","3.00","0.43","9.40","6"
"6.00","0.28","0.29","19.30","0.051","36.00","174.00","0.99911","3.14","0.50","9.00","5"
"6.00","0.28","0.29","19.30","0.051","36.00","174.00","0.99911","3.14","0.50","9.00","5"
