"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
"7.60","0.18","0.28","7.10","0.041","29.00","110.00","0.99652","3.20","0.42","9.20","6"
"8.00","0.17","0.29","2.40","0.029","52.00","119.00","0.98944","3.03","0.33","12.90","6"
"8.00","0.17","0.29","2.40","0.029","52.00","119.00","0.98944","3.03","0.33","12.90","6"
"7.60","0.18","0.28","7.10","0.041","29.00","110.00","0.99652","3.20","0.42","9.20","6"
"6.20","0.28","0.27","10.30","0.03","26.00","108.00","0.99388","3.20","0.36","10.70","6"
"7.00","0.18","0.37","1.50","0.043","16.00","104.00","0.99216","3.18","0.50","10.80","5"
"6.90","0.30","0.25","3.30","0.041","26.00","124.00","0.99428","3.18","0.50","9.30","6"
"6.50","0.23","0.36","16.30","0.038","43.00","133.00","0.99924","3.26","0.41","8.80","5"
"6.50","0.23","0.36","16.30","0.038","43.00","133.00","0.99924","3.26","0.41","8.80","5"
"7.80","0.25","0.28","7.20","0.04","46.00","179.00","0.99541","3.14","0.60","10.10","6"
"6.80","0.16","0.29","10.40","0.046","59.00","143.00","0.99518","3.20","0.40","10.80","6"
"7.50","0.26","0.30","4.60","0.027","29.00","92.00","0.99085","3.15","0.38","12.00","7"
"7.60","0.40","0.27","5.20","0.03","32.00","101.00","0.99172","3.22","0.62","12.30","7"
"7.50","0.26","0.25","1.70","0.038","29.00","129.00","0.99312","3.45","0.56","10.40","6"
"6.50","0.35","0.28","12.40","0.051","86.00","213.00","0.9962","3.16","0.51","9.90","6"
"7.90","0.51","0.34","2.60","0.049","13.00","135.00","0.99335","3.09","0.51","10.00","5"
"6.50","0.29","0.31","1.70","0.035","24.00","79.00","0.99053","3.27","0.69","11.40","7"
"6.50","0.17","0.31","1.50","0.041","34.00","121.00","0.99092","3.06","0.46","10.50","6"
"6.70","0.44","0.22","4.30","0.032","19.00","99.00","0.99015","3.26","0.53","12.80","7"
"5.80","0.17","0.34","1.80","0.045","96.00","170.00","0.99035","3.38","0.90","11.80","8"
"6.80","0.17","0.36","1.40","0.036","38.00","108.00","0.99006","3.19","0.66","12.00","6"
"5.80","0.315","0.27","1.55","0.026","15.00","70.00","0.98994","3.37","0.40","11.90","8"
"5.60","0.12","0.26","4.30","0.038","18.00","97.00","0.99477","3.36","0.46","9.20","5"
"7.70","0.18","0.35","5.80","0.055","25.00","144.00","0.99576","3.24","0.54","10.20","6"
"7.70","0.16","0.36","5.90","0.054","25.00","148.00","0.99578","3.25","0.54","10.20","6"
"6.00","0.26","0.15","1.30","0.06","51.00","154.00","0.99354","3.14","0.51","8.70","5"
"7.70","0.30","0.34","1.20","0.048","4.00","119.00","0.99084","3.18","0.34","12.10","6"
"7.90","0.16","0.30","7.40","0.05","58.00","152.00","0.99612","3.12","0.37","9.50","6"
"6.90","0.16","0.37","1.80","0.034","36.00","95.00","0.98952","2.93","0.59","12.00","6"
"6.40","0.44","0.44","14.40","0.048","29.00","228.00","0.99955","3.26","0.54","8.80","7"
"7.00","0.36","0.32","10.05","0.045","37.00","131.00","0.99352","3.09","0.33","11.70","8"
"7.10","0.20","0.31","6.85","0.053","32.00","211.00","0.99587","3.31","0.59","10.40","6"
"7.10","0.20","0.31","7.40","0.053","32.00","211.00","0.99587","3.31","0.59","10.40","6"
"8.00","0.30","0.36","11.00","0.034","8.00","70.00","0.99354","3.05","0.41","12.20","6"
"6.60","0.25","0.51","8.00","0.047","61.00","189.00","0.99604","3.22","0.49","9.20","5"
"6.40","0.22","0.32","7.20","0.028","15.00","83.00","0.993","3.13","0.55","10.90","8"
"6.50","0.37","0.30","2.20","0.033","39.00","107.00","0.98894","3.22","0.53","13.50","7"
"6.70","0.16","0.37","1.30","0.036","45.00","125.00","0.98964","3.19","0.51","12.40","7"
"5.50","0.15","0.32","14.00","0.031","16.00","99.00","0.99437","3.26","0.38","11.50","8"
"7.80","0.26","0.31","3.60","0.025","22.00","100.00","0.99066","2.99","0.47","12.10","7"
"7.40","0.30","0.32","1.70","0.03","23.00","128.00","0.9929","3.17","0.66","10.90","5"
"6.70","0.19","0.39","1.00","0.032","14.00","71.00","0.98912","3.31","0.38","13.00","7"
"6.00","0.11","0.47","10.60","0.052","69.00","148.00","0.9958","2.91","0.34","9.30","4"
"6.70","0.325","0.82","1.20","0.152","49.00","120.00","0.99312","2.99","0.38","9.20","5"
"7.60","0.27","0.34","5.00","0.04","18.00","56.00","0.99084","3.06","0.48","12.40","6"
"6.50","0.22","0.45","8.00","0.053","52.00","196.00","0.9959","3.23","0.48","9.10","6"
"6.40","0.14","0.31","1.20","0.034","53.00","138.00","0.99084","3.38","0.35","11.50","7"
"6.40","0.14","0.31","1.20","0.034","53.00","138.00","0.99084","3.38","0.35","11.50","7"
"7.20","0.44","0.28","3.40","0.048","22.00","112.00","0.99188","3.21","0.37","11.30","7"
"6.20","0.15","0.27","1.40","0.041","51.00","117.00","0.9909","3.28","0.38","11.20","6"
"7.30","0.26","0.30","9.30","0.05","35.00","154.00","0.99581","3.21","0.50","10.40","6"
"6.90","0.15","0.29","2.30","0.033","14.00","82.00","0.99132","3.10","0.58","11.20","7"
"5.80","0.22","0.29","0.90","0.034","34.00","89.00","0.98936","3.14","0.36","11.10","7"
"5.50","0.375","0.38","1.70","0.036","17.00","98.00","0.99142","3.29","0.39","10.50","6"
"5.90","0.22","0.38","1.30","0.046","24.00","90.00","0.99232","3.20","0.47","10.00","6"
"6.90","0.15","0.29","2.30","0.033","14.00","82.00","0.99132","3.10","0.58","11.20","7"
"6.60","0.31","0.07","1.50","0.033","55.00","144.00","0.99208","3.16","0.42","10.00","5"
"6.70","0.24","0.29","14.90","0.053","55.00","136.00","0.99839","3.03","0.52","9.00","5"
"7.90","0.20","0.39","1.00","0.041","37.00","154.00","0.99093","3.08","0.43","11.90","5"
"6.90","0.33","0.26","5.00","0.027","46.00","143.00","0.9924","3.25","0.43","11.20","7"
"6.90","0.33","0.26","5.00","0.027","46.00","143.00","0.9924","3.25","0.43","11.20","7"
"6.60","0.21","0.36","0.80","0.034","48.00","113.00","0.99165","3.24","0.68","10.50","6"
"6.50","0.15","0.32","1.30","0.036","19.00","76.00","0.98964","3.18","0.41","12.30","6"
"6.70","0.48","0.32","1.40","0.021","22.00","121.00","0.9889","3.15","0.53","12.70","7"
"6.00","0.17","0.29","5.00","0.028","25.00","108.00","0.99076","3.14","0.34","12.30","6"
"4.20","0.17","0.36","1.80","0.029","93.00","161.00","0.98999","3.65","0.89","12.00","7"
"5.90","0.32","0.33","2.10","0.027","35.00","138.00","0.98945","3.37","0.42","12.70","6"
"7.20","0.21","0.28","2.70","0.033","38.00","94.00","0.99075","2.99","0.43","11.80","7"
"6.80","0.475","0.33","3.95","0.047","16.00","81.00","0.98988","3.23","0.53","13.40","7"
"6.60","0.41","0.31","1.60","0.042","18.00","101.00","0.99195","3.13","0.41","10.50","5"
"8.40","0.36","0.36","11.10","0.032","21.00","132.00","0.99313","2.95","0.39","13.00","6"
"6.90","0.20","0.30","4.70","0.041","40.00","148.00","0.9932","3.16","0.35","10.20","6"
"6.20","0.16","0.34","1.70","0.038","85.00","153.00","0.9909","3.33","0.86","12.00","7"
"6.70","0.42","0.46","9.70","0.054","67.00","234.00","0.99848","3.23","0.50","9.00","5"
"8.60","0.18","0.28","0.80","0.032","25.00","78.00","0.99104","2.99","0.38","11.10","5"
"6.20","0.21","0.26","13.10","0.05","59.00","150.00","0.99772","3.31","0.46","9.00","5"
"6.10","0.16","0.37","1.10","0.031","37.00","97.00","0.9922","3.40","0.58","10.50","6"
"6.10","0.37","0.20","7.60","0.031","49.00","170.00","0.99558","3.22","0.48","9.50","5"
"6.00","0.44","0.26","3.10","0.053","57.00","128.00","0.98982","3.22","0.39","12.70","6"
"7.10","0.36","0.40","1.95","0.033","26.00","118.00","0.98934","3.20","0.45","13.50","7"
"5.70","0.28","0.28","2.20","0.019","15.00","65.00","0.9902","3.06","0.52","11.20","6"
"7.40","0.28","0.40","11.90","0.032","13.00","92.00","0.99629","3.01","0.46","10.80","4"
"6.90","0.22","0.31","6.30","0.029","41.00","131.00","0.99326","3.08","0.49","10.80","6"
"7.70","0.25","0.30","7.80","0.038","67.00","196.00","0.99555","3.10","0.50","10.10","5"
"5.60","0.21","0.40","1.30","0.041","81.00","147.00","0.9901","3.22","0.95","11.60","8"
"6.90","0.22","0.31","6.30","0.029","41.00","131.00","0.99326","3.08","0.49","10.80","6"
"5.20","0.17","0.27","0.70","0.03","11.00","68.00","0.99218","3.30","0.41","9.80","5"
"6.80","0.26","0.48","6.20","0.049","55.00","182.00","0.99582","3.21","0.45","9.40","6"
"6.00","0.28","0.25","1.80","0.042","8.00","108.00","0.9929","3.08","0.55","9.00","5"
"7.40","0.35","0.24","6.00","0.042","28.00","123.00","0.99304","3.14","0.44","11.30","5"
"8.10","0.12","0.38","0.90","0.034","36.00","86.00","0.99026","2.80","0.55","12.00","6"
"6.90","0.23","0.41","8.00","0.03","30.00","114.00","0.99368","3.22","0.54","11.00","6"
"6.90","0.38","0.38","13.10","0.112","14.00","94.00","0.99792","3.02","0.48","9.20","5"
"7.50","0.38","0.29","4.90","0.021","38.00","113.00","0.99026","3.08","0.48","13.00","7"
"5.50","0.34","0.26","2.20","0.021","31.00","119.00","0.98919","3.55","0.49","13.00","8"
"6.60","0.23","0.30","14.90","0.051","33.00","118.00","0.99835","3.04","0.54","9.00","6"
"6.70","0.20","0.30","1.40","0.025","17.00","76.00","0.99104","3.11","0.44","11.00","6"
"6.30","0.22","0.22","5.60","0.039","31.00","128.00","0.99296","3.12","0.46","10.40","6"
"7.50","0.19","0.40","7.10","0.056","50.00","110.00","0.9954","3.06","0.52","9.90","6"
"8.00","0.14","0.33","1.20","0.045","71.00","162.00","0.9914","3.07","0.47","11.00","6"
"6.80","0.32","0.39","9.60","0.026","34.00","124.00","0.99286","3.18","0.35","12.10","6"
"6.00","0.26","0.32","3.80","0.029","48.00","180.00","0.99011","3.15","0.34","12.00","6"
"7.20","0.19","0.31","6.30","0.034","17.00","103.00","0.99305","3.15","0.52","11.40","7"
"6.20","0.16","0.32","1.10","0.036","74.00","184.00","0.99096","3.22","0.41","11.00","6"
"5.00","0.27","0.32","4.50","0.032","58.00","178.00","0.98956","3.45","0.31","12.60","7"
"6.30","0.37","0.28","6.30","0.034","45.00","152.00","0.9921","3.29","0.46","11.60","7"
"6.60","0.20","0.27","10.90","0.038","29.00","130.00","0.99496","3.11","0.44","10.50","7"
"6.80","0.18","0.28","9.80","0.039","29.00","113.00","0.99406","3.11","0.45","10.90","7"
"6.50","0.35","0.36","0.80","0.034","32.00","111.00","0.98942","3.11","0.50","12.10","8"
"6.70","0.18","0.28","10.20","0.039","29.00","115.00","0.99469","3.11","0.45","10.90","7"
"6.60","0.20","0.27","10.90","0.038","29.00","130.00","0.99496","3.11","0.44","10.50","7"
"6.30","0.37","0.28","6.30","0.034","45.00","152.00","0.9921","3.29","0.46","11.60","7"
"6.90","0.30","0.36","0.90","0.037","40.00","156.00","0.98968","3.08","0.36","12.10","6"
"5.00","0.30","0.33","3.70","0.03","54.00","173.00","0.9887","3.36","0.30","13.00","7"
"6.60","0.22","0.36","5.50","0.029","30.00","105.00","0.99206","3.20","0.47","11.80","6"
"6.80","0.25","0.37","3.10","0.026","29.00","93.00","0.99035","3.14","0.45","12.20","6"
"7.00","0.13","0.37","12.85","0.042","36.00","105.00","0.99581","3.05","0.55","10.70","6"
"7.00","0.13","0.37","12.85","0.042","36.00","105.00","0.99581","3.05","0.55","10.70","6"
"8.00","0.74","0.21","4.00","0.05","24.00","133.00","0.99418","3.06","0.38","9.70","5"
"8.40","0.22","0.30","8.90","0.024","17.00","118.00","0.99456","2.99","0.34","10.50","6"
"7.40","0.32","0.22","11.70","0.035","44.00","150.00","0.99578","3.10","0.45","10.40","5"
"7.50","0.18","0.37","6.20","0.05","21.00","138.00","0.99546","3.20","0.55","10.50","6"
"6.80","0.29","0.34","3.50","0.054","26.00","189.00","0.99489","3.42","0.58","10.40","5"
"6.30","0.33","0.42","17.20","0.037","57.00","170.00","0.99884","3.26","0.57","9.40","6"
"6.00","0.27","0.30","14.70","0.044","15.00","144.00","0.99666","3.12","0.53","10.30","6"
"5.70","0.12","0.26","5.50","0.034","21.00","99.00","0.99324","3.09","0.57","9.90","6"
"7.50","0.33","0.38","8.70","0.126","49.00","199.00","0.99711","2.98","0.57","9.40","5"
"5.80","0.15","0.31","5.90","0.036","7.00","73.00","0.99152","3.20","0.43","11.90","6"
"8.50","0.19","0.48","1.10","0.026","23.00","58.00","0.99184","2.90","0.50","10.50","6"
"6.20","0.25","0.54","7.00","0.046","58.00","176.00","0.99454","3.19","0.70","10.40","5"
"7.40","0.21","0.80","12.30","0.038","77.00","183.00","0.99778","2.95","0.48","9.00","5"
"6.50","0.36","0.38","10.20","0.028","20.00","82.00","0.99274","3.10","0.43","12.10","7"
"6.40","0.15","0.40","1.50","0.042","23.00","87.00","0.98972","3.11","0.46","12.20","7"
"7.10","0.28","0.35","3.50","0.028","35.00","91.00","0.99022","2.96","0.33","12.10","5"
"6.20","0.25","0.54","7.00","0.046","58.00","176.00","0.99454","3.19","0.70","10.40","5"
"6.10","0.20","0.34","9.50","0.041","38.00","201.00","0.995","3.14","0.44","10.10","3"
"6.30","0.37","0.37","1.50","0.024","12.00","76.00","0.98876","2.94","0.39","12.30","6"
"9.70","0.24","0.49","4.90","0.032","3.00","18.00","0.99368","2.85","0.54","10.00","6"
"5.10","0.33","0.27","6.70","0.022","44.00","129.00","0.99221","3.36","0.39","11.00","7"
"7.00","0.25","0.45","2.30","0.045","40.00","118.00","0.99064","3.16","0.48","11.90","7"
"6.90","0.30","0.36","4.50","0.054","31.00","203.00","0.99513","3.40","0.57","10.40","4"
"6.70","0.24","0.46","2.20","0.033","19.00","111.00","0.99045","3.10","0.62","11.90","6"
"6.50","0.24","0.39","17.30","0.052","22.00","126.00","0.99888","3.11","0.47","9.20","6"
"6.30","0.17","0.32","4.20","0.04","37.00","117.00","0.99182","3.24","0.43","11.30","6"
"6.30","0.17","0.32","4.20","0.04","37.00","117.00","0.99182","3.24","0.43","11.30","6"
"6.50","0.23","0.39","1.90","0.036","41.00","98.00","0.99","3.19","0.43","11.90","7"
"5.90","0.28","0.39","1.40","0.031","47.00","147.00","0.98836","3.08","0.64","12.90","7"
"6.50","0.24","0.39","17.30","0.052","22.00","126.00","0.99888","3.11","0.47","9.20","6"
"7.40","0.23","0.38","8.60","0.052","41.00","150.00","0.99534","3.06","0.46","10.30","5"
"6.50","0.33","0.38","2.50","0.047","30.00","148.00","0.98964","3.17","0.43","12.70","6"
"6.60","0.39","0.39","11.90","0.057","51.00","221.00","0.99851","3.26","0.51","8.90","6"
"5.60","0.19","0.27","0.90","0.04","52.00","103.00","0.99026","3.50","0.39","11.20","5"
"7.80","0.17","0.50","1.30","0.045","35.00","140.00","0.9904","3.16","0.40","12.00","6"
"6.20","0.23","0.36","17.20","0.039","37.00","130.00","0.99946","3.23","0.43","8.80","6"
"7.20","0.32","0.40","8.70","0.038","45.00","154.00","0.99568","3.20","0.47","10.40","6"
"5.80","0.29","0.33","3.70","0.029","30.00","88.00","0.98994","3.25","0.42","12.30","6"
"6.50","0.34","0.46","1.00","0.023","6.00","80.00","0.98865","3.15","0.54","12.90","6"
"7.60","0.17","0.46","0.90","0.036","63.00","147.00","0.99126","3.02","0.41","10.70","6"
"5.60","0.41","0.22","7.10","0.05","44.00","154.00","0.9931","3.30","0.40","10.50","5"
"6.50","0.24","0.38","1.00","0.027","31.00","90.00","0.98926","3.24","0.36","12.30","6"
"7.00","0.21","0.42","5.30","0.037","36.00","123.00","0.99321","3.14","0.52","10.90","6"
"6.40","0.22","0.38","9.10","0.044","35.00","127.00","0.99326","2.97","0.30","11.00","7"
"7.90","0.34","0.44","6.50","0.027","47.00","126.00","0.99124","2.96","0.37","12.50","6"
"6.40","0.22","0.38","9.10","0.044","35.00","127.00","0.99326","2.97","0.30","11.00","7"
"5.20","0.31","0.36","5.10","0.031","46.00","145.00","0.9897","3.14","0.31","12.40","7"
"7.90","0.34","0.44","6.50","0.027","47.00","126.00","0.99124","2.96","0.37","12.50","6"
"8.20","0.30","0.44","12.40","0.043","52.00","154.00","0.99452","3.04","0.33","12.00","6"
"7.10","0.14","0.33","1.00","0.104","20.00","54.00","0.99057","3.19","0.64","11.50","6"
"5.80","0.33","0.23","5.00","0.053","29.00","106.00","0.99458","3.13","0.52","9.00","5"
"6.50","0.29","0.25","2.50","0.142","8.00","111.00","0.9927","3.00","0.44","9.90","4"
"6.20","0.35","0.31","2.60","0.036","37.00","92.00","0.98938","3.27","0.53","12.80","7"
"5.70","0.15","0.28","3.70","0.045","57.00","151.00","0.9913","3.22","0.27","11.20","6"
"6.80","0.27","0.42","7.30","0.054","58.00","200.00","0.99556","3.12","0.49","9.40","6"
"6.20","0.20","0.26","1.10","0.047","42.00","119.00","0.99158","3.48","0.60","11.00","7"
"6.70","0.13","0.57","6.60","0.056","60.00","150.00","0.99548","2.96","0.43","9.40","6"
"6.90","0.22","0.39","6.00","0.035","44.00","141.00","0.99123","3.11","0.33","12.50","6"
"6.40","0.23","0.35","4.60","0.039","43.00","147.00","0.99216","3.18","0.40","11.00","7"
"6.60","0.34","0.24","3.30","0.034","29.00","99.00","0.99031","3.10","0.40","12.30","7"
"7.00","0.29","0.35","1.40","0.036","42.00","109.00","0.99119","3.31","0.62","11.60","6"
"7.60","0.27","0.29","2.50","0.059","37.00","115.00","0.99328","3.09","0.37","9.80","5"
"7.10","0.38","0.40","2.20","0.042","54.00","201.00","0.99177","3.03","0.50","11.40","5"
"7.40","0.19","0.31","14.50","0.045","39.00","193.00","0.9986","3.10","0.50","9.20","6"
"7.40","0.19","0.31","14.50","0.045","39.00","193.00","0.9986","3.10","0.50","9.20","6"
"6.40","0.15","0.29","1.80","0.044","21.00","115.00","0.99166","3.10","0.38","10.20","5"
"6.40","0.23","0.32","1.90","0.038","40.00","118.00","0.99074","3.32","0.53","11.80","7"
"6.40","0.15","0.29","1.80","0.044","21.00","115.00","0.99166","3.10","0.38","10.20","5"
"6.60","0.20","0.14","4.40","0.184","35.00","168.00","0.99396","2.93","0.45","9.40","6"
"8.00","0.34","0.25","6.40","0.035","38.00","103.00","0.99148","2.91","0.23","12.20","6"
"6.60","0.20","0.14","4.40","0.184","35.00","168.00","0.99396","2.93","0.45","9.40","6"
"6.80","0.17","0.35","1.80","0.04","29.00","84.00","0.98961","2.91","0.57","12.00","7"
"7.30","0.25","0.28","1.50","0.043","19.00","113.00","0.99338","3.38","0.56","10.10","6"
"6.60","0.28","0.41","7.00","0.046","59.00","194.00","0.99558","3.14","0.48","9.40","5"
"6.80","0.32","0.32","8.70","0.029","31.00","105.00","0.99146","3.00","0.34","12.30","7"
"6.30","0.22","0.34","5.00","0.032","36.00","93.00","0.99012","3.27","0.36","13.50","7"
"6.00","0.32","0.30","1.90","0.033","41.00","142.00","0.98912","3.29","0.42","12.80","7"
"6.70","0.46","0.27","5.20","0.039","35.00","96.00","0.99129","3.16","0.44","12.40","7"
"6.30","0.30","0.29","2.10","0.048","33.00","142.00","0.98956","3.22","0.46","12.90","7"
"6.00","0.19","0.29","1.10","0.047","67.00","152.00","0.9916","3.54","0.59","11.10","7"
"6.60","0.435","0.38","9.20","0.058","66.00","243.00","0.99833","3.23","0.54","9.10","6"
"5.80","0.18","0.37","1.10","0.036","31.00","96.00","0.98942","3.16","0.48","12.00","6"
"5.60","0.32","0.32","8.30","0.043","32.00","105.00","0.99266","3.24","0.47","11.20","6"
"7.50","0.29","0.36","15.70","0.05","29.00","124.00","0.9968","3.06","0.54","10.40","5"
"6.00","0.26","0.33","4.35","0.04","15.00","80.00","0.98934","3.29","0.50","12.70","6"
"6.80","0.25","0.28","5.00","0.035","42.00","126.00","0.99048","3.12","0.38","12.60","7"
"6.70","0.21","0.34","1.40","0.049","36.00","112.00","0.99091","3.02","0.50","11.00","6"
"6.80","0.23","0.32","8.60","0.046","47.00","159.00","0.99452","3.08","0.52","10.50","6"
"6.90","0.38","0.29","13.65","0.048","52.00","189.00","0.99784","3.00","0.60","9.50","6"
"6.90","0.36","0.28","13.55","0.048","51.00","189.00","0.99782","3.00","0.60","9.50","7"
"7.20","0.27","0.28","15.20","0.046","6.00","41.00","0.99665","3.17","0.39","10.90","6"
"6.50","0.43","0.28","11.25","0.032","31.00","87.00","0.9922","3.02","0.38","12.40","6"
"5.30","0.32","0.23","9.65","0.026","26.00","119.00","0.99168","3.18","0.53","12.20","6"
"6.50","0.43","0.28","11.25","0.032","31.00","87.00","0.9922","3.02","0.38","12.40","6"
"7.10","0.18","0.49","1.30","0.033","12.00","72.00","0.99072","3.05","0.53","11.30","7"
"7.20","0.22","0.28","7.20","0.06","41.00","132.00","0.9935","3.08","0.59","11.30","6"
"6.00","0.22","0.28","1.10","0.034","47.00","90.00","0.98862","3.22","0.38","12.60","6"
"7.60","0.20","0.26","4.80","0.033","26.00","76.00","0.99076","2.98","0.49","12.30","7"
"6.20","0.30","0.21","1.10","0.032","31.00","111.00","0.9889","2.97","0.42","12.20","6"
"6.60","0.18","0.28","1.70","0.041","53.00","161.00","0.99207","3.13","0.45","10.20","6"
"5.90","0.19","0.21","1.70","0.045","57.00","135.00","0.99341","3.32","0.44","9.50","5"
"6.60","0.18","0.28","1.70","0.041","53.00","161.00","0.99207","3.13","0.45","10.20","6"
"6.10","0.28","0.27","4.70","0.03","56.00","140.00","0.99042","3.16","0.42","12.50","8"
"7.60","0.36","0.49","11.30","0.046","87.00","221.00","0.9984","3.01","0.43","9.20","5"
"6.40","0.32","0.31","1.90","0.037","34.00","126.00","0.99","3.06","0.45","11.80","6"
"6.90","0.29","0.30","8.20","0.026","35.00","112.00","0.99144","3.00","0.37","12.30","6"
"6.90","0.28","0.30","8.30","0.026","37.00","113.00","0.99139","2.99","0.38","12.30","8"
"6.60","0.26","0.46","7.80","0.047","48.00","186.00","0.9958","3.20","0.54","9.10","5"
"7.40","0.29","0.28","10.20","0.032","43.00","138.00","0.9951","3.10","0.47","10.60","6"
"6.30","0.19","0.29","5.50","0.042","44.00","189.00","0.99304","3.19","0.47","10.30","6"
"8.80","0.19","0.30","5.00","0.028","34.00","120.00","0.99242","2.94","0.47","11.20","5"
"5.60","0.32","0.33","7.40","0.037","25.00","95.00","0.99268","3.25","0.49","11.10","6"
"7.10","0.32","0.30","9.90","0.041","63.00","192.00","0.99642","3.12","0.49","10.20","6"
"6.80","0.24","0.29","9.50","0.042","56.00","157.00","0.99586","3.11","0.51","10.10","6"
"7.20","0.37","0.40","11.60","0.032","34.00","214.00","0.9963","3.10","0.51","9.80","6"
"7.60","0.28","0.49","20.15","0.06","30.00","145.00","1.00196","3.01","0.44","8.50","5"
"7.10","0.18","0.39","14.50","0.051","48.00","156.00","0.99947","3.35","0.78","9.10","5"
"7.10","0.17","0.40","14.55","0.047","47.00","156.00","0.99945","3.34","0.78","9.10","6"
"7.80","0.29","0.29","3.15","0.044","41.00","117.00","0.99153","3.24","0.35","11.50","5"
"7.10","0.25","0.28","1.20","0.04","31.00","111.00","0.99174","3.18","0.53","11.10","5"
"6.00","0.16","0.22","1.60","0.042","36.00","106.00","0.9905","3.24","0.32","11.40","6"
"6.60","0.15","0.32","6.00","0.033","59.00","128.00","0.99192","3.19","0.71","12.10","8"
"6.60","0.21","0.29","5.35","0.029","43.00","106.00","0.99112","2.93","0.43","11.50","7"
"6.60","0.21","0.29","5.35","0.029","43.00","106.00","0.99112","2.93","0.43","11.50","7"
"8.00","0.24","0.48","6.80","0.047","13.00","134.00","0.99616","3.23","0.70","10.00","5"
"6.10","0.105","0.31","1.30","0.037","55.00","145.00","0.9912","3.41","0.41","11.10","7"
"5.80","0.32","0.20","2.60","0.027","17.00","123.00","0.98936","3.36","0.78","13.90","7"
"6.60","0.16","0.36","1.10","0.031","27.00","93.00","0.98884","3.23","0.34","13.20","8"
"6.80","0.19","0.40","9.85","0.055","41.00","103.00","0.99532","2.98","0.56","10.50","6"
"6.70","0.16","0.36","2.00","0.045","24.00","131.00","0.99284","3.30","0.59","10.50","6"
"6.20","0.36","0.45","10.40","0.06","22.00","184.00","0.99711","3.31","0.56","9.80","6"
"6.20","0.36","0.45","10.40","0.06","22.00","184.00","0.99711","3.31","0.56","9.80","6"
"6.10","0.36","0.26","8.15","0.035","14.00","88.00","0.99031","3.06","0.27","13.00","7"
"6.20","0.37","0.24","6.10","0.032","19.00","86.00","0.98934","3.04","0.26","13.40","8"
"7.50","0.21","0.32","4.80","0.056","39.00","113.00","0.99393","3.11","0.52","10.20","7"
"6.90","0.28","0.33","1.20","0.039","16.00","98.00","0.9904","3.07","0.39","11.70","6"
"6.70","0.28","0.31","7.40","0.041","7.00","81.00","0.99254","3.04","0.47","11.40","8"
"6.00","0.28","0.27","15.50","0.036","31.00","134.00","0.99408","3.19","0.44","13.00","7"
"6.00","0.24","0.28","3.95","0.038","61.00","134.00","0.99146","3.30","0.54","11.30","7"
"6.10","0.33","0.30","3.00","0.036","30.00","124.00","0.98922","3.31","0.40","13.10","7"
"6.70","0.29","0.45","14.30","0.054","30.00","181.00","0.99869","3.14","0.57","9.10","5"
"6.40","0.26","0.25","10.70","0.046","66.00","179.00","0.99606","3.17","0.55","9.90","6"
"6.50","0.19","0.28","1.40","0.046","22.00","90.00","0.99038","3.18","0.51","11.70","7"
"7.90","0.35","0.28","12.90","0.032","13.00","63.00","0.9932","2.99","0.43","13.00","6"
"7.50","0.20","0.41","1.20","0.05","26.00","131.00","0.99133","3.19","0.52","11.10","5"
"6.60","0.32","0.41","7.20","0.048","55.00","178.00","0.99537","3.20","0.46","9.40","5"
"5.30","0.36","0.27","6.30","0.028","40.00","132.00","0.99186","3.37","0.40","11.60","6"
"7.60","0.23","0.29","8.60","0.053","65.00","146.00","0.9963","3.11","0.32","9.80","6"
"7.20","0.23","0.46","6.40","0.036","17.00","85.00","0.99279","3.10","0.78","11.70","6"
"7.80","0.28","0.25","3.40","0.024","27.00","99.00","0.98959","2.98","0.37","13.00","6"
"6.00","0.33","0.20","1.80","0.031","49.00","159.00","0.9919","3.41","0.53","11.00","6"
"6.00","0.33","0.20","1.80","0.031","49.00","159.00","0.9919","3.41","0.53","11.00","6"
"5.80","0.14","0.15","6.10","0.042","27.00","123.00","0.99362","3.06","0.60","9.90","6"
"4.80","0.21","0.21","10.20","0.037","17.00","112.00","0.99324","3.66","0.48","12.20","7"
"5.70","0.22","0.22","16.65","0.044","39.00","110.00","0.99855","3.24","0.48","9.00","6"
"6.60","0.64","0.28","4.40","0.032","19.00","78.00","0.99036","3.11","0.62","12.90","6"
"7.00","0.48","0.12","4.50","0.05","23.00","86.00","0.99398","2.86","0.35","9.00","5"
"7.80","0.15","0.34","1.10","0.035","31.00","93.00","0.99096","3.07","0.72","11.30","7"
"8.00","0.25","0.27","9.70","0.036","15.00","85.00","0.99406","2.99","0.36","11.20","6"
"6.90","0.26","0.27","4.20","0.031","20.00","80.00","0.99089","3.12","0.39","11.50","6"
"5.90","0.655","0.00","5.60","0.033","8.00","31.00","0.9936","3.32","0.51","10.50","4"
"7.30","0.23","0.27","2.60","0.035","39.00","120.00","0.99138","3.04","0.59","11.30","7"
"6.70","0.22","0.22","1.20","0.038","5.00","124.00","0.99098","3.10","0.37","11.20","4"
"7.50","0.30","0.21","6.55","0.026","33.00","143.00","0.99244","2.92","0.35","11.10","5"
"6.30","0.32","0.32","1.50","0.037","12.00","76.00","0.98993","3.30","0.46","12.30","6"
"7.70","0.24","0.30","1.40","0.041","15.00","102.00","0.9929","3.26","0.53","10.40","6"
